url,types,app_id,name,recent_reviews,all_reviews,release_date,popular_tags,genre
https:,app,253710,theHunter Classic,"Mixed,(157),- 63% of the 157 user reviews in the last 30 days are positive.","Mixed,(27,014),- 42% of the 27,014 user reviews for this game are positive.",3-Jun-14,"Free to Play,Hunting,Multiplayer,Open World,Simulation,Shooter,Co-op,First-Person,Realistic,Survival,Online Co-Op,Adventure,Sports,FPS,Singleplayer,Action,Stealth,Strategy,Massively Multiplayer,Casual","Action,Adventure,Free to Play,Simulation,Sports"
https:,app,633460,Tannenberg,"Very Positive,(58),- 82% of the 58 user reviews in the last 30 days are positive.","Very Positive,(3,344),- 83% of the 3,344 user reviews for this game are positive.",13-Feb-19,"World War I,Multiplayer,FPS,Action,Realistic,War,Historical,Violent,Strategy,Shooter,Military,Gore,Indie,First-Person,Singleplayer,Simulation,Atmospheric,Early Access,Survival,Co-op","Action,Indie,Strategy"
https:,app,591960,Animation Throwdown The Quest for Cards,"Mostly Positive,(27),- 74% of the 27 user reviews in the last 30 days are positive.","Mostly Positive,(1,621),- 70% of the 1,621 user reviews for this game are positive.",5-May-17,"Free to Play,Card Game,Strategy,Adventure,RPG,Trading Card Game,Multiplayer,Memes,Funny,Comedy,Casual,Cartoon,Sexual Content,Anime,Psychological Horror,Story Rich,Singleplayer,Action,Female Protagonist,2D","Adventure,Free to Play,RPG,Strategy"
https:,app,528740,Operation New Earth,,"Mixed,(341),- 49% of the 341 user reviews for this game are positive.",14-Dec-16,"Strategy,Free to Play,Massively Multiplayer,Simulation,Sci-fi,Multiplayer,Tactical,Futuristic,Aliens,Survival","Free to Play,Massively Multiplayer,Simulation,Strategy"
https:,app,333600,NEKOPARA Vol 1,"Very Positive,(80),- 95% of the 80 user reviews in the last 30 days are positive.","Overwhelmingly Positive,(14,072),- 95% of the 14,072 user reviews for this game are positive.",29-Dec-14,"Anime,Nudity,Mature,Visual Novel,Cute,Sexual Content,Dating Sim,Singleplayer,Story Rich,Romance,Casual,Indie,Great Soundtrack,Funny,Linear,Masterpiece,Cats,Atmospheric,World War I,Difficult","Casual,Indie"
https:,app,671510,DESOLATE,"Mixed,(22),- 50% of the 22 user reviews in the last 30 days are positive.","Mixed,(3,209),- 69% of the 3,209 user reviews for this game are positive.",17-Jan-19,"Survival,Horror,Multiplayer,Open World,Co-op,Zombies,Adventure,Online Co-Op,Action,First-Person,Violent,Nudity,Shooter,FPS,Gore,Massively Multiplayer,Third-Person Shooter,PvP,Walking Simulator,RPG","Action,Adventure,RPG"
https:,app,496240,Onward,"Mostly Positive,(53),- 71% of the 53 user reviews in the last 30 days are positive.","Very Positive,(2,990),- 90% of the 2,990 user reviews for this game are positive.",29-Aug-16,"Early Access,VR,Multiplayer,Simulation,Action,Military,Early Access,Shooter,FPS,Strategy,Indie,Realistic,War,First-Person,Violent,Tactical","Action,Indie,Simulation,Strategy,Early Access"
https:,app,1056960,Wolfenstein Youngblood,,,26-Jul-19,"Action,Gore,Violent,Female Protagonist,Co-op,Alternate History,FPS,Singleplayer,Online Co-Op,1980s,Cyberpunk,Sci-fi,Shooter,First-Person",Action
https:,app,1055090,Embark,"Very Positive,(19),- 84% of the 19 user reviews in the last 30 days are positive.","Mostly Positive,(132),- 77% of the 132 user reviews for this game are positive.",18-Apr-19,"Early Access,Strategy,Indie,Simulation,Base Building,Survival,Early Access,Sandbox,Building,Crafting,Management,Open World,Singleplayer,3D,Sci-fi","Indie,Simulation,Strategy,Early Access"
https:,app,38420,Fallout Tactics Brotherhood of Steel,,"Mostly Positive,(943),- 79% of the 943 user reviews for this game are positive.",1-Mar-01,"Post-apocalyptic,RPG,Strategy,Turn-Based,Tactical,Isometric,Classic,Singleplayer,Sci-fi,Turn-Based Strategy,Open World,Real-Time with Pause,Action,Tactical RPG,Atmospheric,Multiplayer,Masterpiece,Turn-Based Tactics,CRPG,Story Rich",Strategy
https:,app,206420,Saints Row IV,"Mostly Positive,(348),- 76% of the 348 user reviews in the last 30 days are positive.","Very Positive,(42,245),- 91% of the 42,245 user reviews for this game are positive.",19-Aug-13,"Open World,Action,Comedy,Co-op,Third-Person Shooter,Superhero,Sandbox,Funny,Character Customization,Third Person,Adventure,Online Co-Op,Aliens,Parody,Multiplayer,Great Soundtrack,Singleplayer,Sci-fi,Dark Humor,Female Protagonist","Action,Adventure"
https:,app,568220,Lobotomy Corporation  Monster Management Simulation,"Very Positive,(107),- 91% of the 107 user reviews in the last 30 days are positive.","Very Positive,(3,754),- 89% of the 3,754 user reviews for this game are positive.",9-Apr-18,"Management,Simulation,Horror,Indie,Great Soundtrack,Difficult,Gore,Strategy,Story Rich,Psychological Horror,Cute,2D,Anime,Singleplayer,Rogue-like,Lovecraftian,Early Access,RTS,Rogue-lite,Atmospheric","Indie,Simulation"
https:,app,410340,Liftoff FPV Drone Racing,"Very Positive,(21),- 80% of the 21 user reviews in the last 30 days are positive.","Very Positive,(1,025),- 86% of the 1,025 user reviews for this game are positive.",13-Sep-18,"Simulation,Racing,Indie,Sports,Multiplayer,Early Access","Indie,Racing,Simulation,Sports"
https:,app,237310,Elsword,"Mixed,(45),- 64% of the 45 user reviews in the last 30 days are positive.","Mostly Positive,(6,314),- 75% of the 6,314 user reviews for this game are positive.",2-Jul-14,"Free to Play,Anime,RPG,Action,MMORPG,Massively Multiplayer,Adventure,Fighting,Multiplayer,Side Scroller,PvP,Online Co-Op,Cute,Hack and Slash,Fantasy,2D,Casual,Co-op,Platformer,Beat 'em up","Action,Adventure,Casual,Free to Play,Massively Multiplayer,RPG"
https:,app,503560,911 Operator,"Very Positive,(75),- 84% of the 75 user reviews in the last 30 days are positive.","Very Positive,(4,097),- 82% of the 4,097 user reviews for this game are positive.",24-Feb-17,"Simulation,Strategy,Management,Singleplayer,Indie,Casual,Realistic,Crime,Choices Matter,Tactical,Education,2D,Real Time Tactics,Addictive,Atmospheric,Modern,Minimalist,Mature,Moddable,Drama","Casual,Indie,Simulation,Strategy"
https:,app,322170,Geometry Dash,"Very Positive,(687),- 91% of the 687 user reviews in the last 30 days are positive.","Very Positive,(51,251),- 94% of the 51,251 user reviews for this game are positive.",22-Dec-14,"Difficult,Great Soundtrack,Music,Level Editor,2D,Rhythm,Colorful,Singleplayer,Platformer,Character Customization,Arcade,Indie,Side Scroller,Action,Funny,Family Friendly,Casual,Strategy,Adventure,Multiplayer","Action,Indie"
https:,app,544750,SOULCALIBUR VI,"Mixed,(58),- 60% of the 58 user reviews in the last 30 days are positive.","Mostly Positive,(2,598),- 79% of the 2,598 user reviews for this game are positive.",18-Oct-18,"Fighting,Character Customization,Action,Multiplayer,Fantasy,Swordplay,Arcade,Local Multiplayer,Singleplayer,Competitive,Nudity,Great Soundtrack,Anime,Female Protagonist,Beat 'em up,Sexual Content,Story Rich,Memes,RPG,Medieval",Action
https:,app,34270,SEGA Mega Drive and Genesis Classics,"Very Positive,(34),- 82% of the 34 user reviews in the last 30 days are positive.","Mostly Positive,(1,528),- 79% of the 1,528 user reviews for this game are positive.",1-Jun-10,"Classic,Retro,Action,RPG,Adventure,1990's,Casual,2D,Platformer,Pixel Graphics,Arcade,Old School,Great Soundtrack,Beat 'em up,Singleplayer,Multiplayer,Moddable,Co-op","Action,Adventure,Casual,RPG"
https:,app,466300,Planescape Torment Enhanced Edition,"Very Positive,(34),- 82% of the 34 user reviews in the last 30 days are positive.","Very Positive,(1,124),- 94% of the 1,124 user reviews for this game are positive.",11-Apr-17,"RPG,Story Rich,Classic,Party-Based RPG,Dark Fantasy,Isometric,CRPG,Adventure,Choices Matter,Fantasy,Atmospheric,Singleplayer,Great Soundtrack,Strategy,Masterpiece,Tactical RPG,Dungeons & Dragons,Philisophical,Cult Classic,Real-Time with Pause","Adventure,RPG,Strategy"
https:,app,587430,I Expect You To Die,"Very Positive,(11),- 100% of the 11 user reviews in the last 30 days are positive.","Very Positive,(644),- 93% of the 644 user reviews for this game are positive.",25-Apr-17,"VR,Indie,Puzzle,Singleplayer,Action",Indie
https:,app,801630,UNDER NIGHT INBIRTH ExeLatest,"Very Positive,(16),- 100% of the 16 user reviews in the last 30 days are positive.","Very Positive,(501),- 94% of the 501 user reviews for this game are positive.",20-Aug-18,"2D Fighter,Fighting,Anime,Action,Great Soundtrack,Competitive,Tutorial,Local Multiplayer,Visual Novel,Story Rich,Singleplayer,Controller,e-sports,Difficult,Cute,Pixel Graphics,Fantasy,Soundtrack",Action
https:,app,239820,Game Dev Tycoon,"Very Positive,(124),- 87% of the 124 user reviews in the last 30 days are positive.","Very Positive,(25,279),- 94% of the 25,279 user reviews for this game are positive.",29-Aug-13,"Simulation,Management,Indie,Strategy,Casual,Singleplayer,Economy,2D,Moddable,Addictive,Replay Value,Sandbox,Funny,GameMaker,Point & Click,Difficult,Masterpiece,Great Soundtrack,Comedy,Touch-Friendly","Casual,Indie,Simulation,Strategy"
https:,app,320040,Moon Hunters,"Very Positive,(24),- 91% of the 24 user reviews in the last 30 days are positive.","Mostly Positive,(1,392),- 79% of the 1,392 user reviews for this game are positive.",10-Mar-16,"RPG,Pixel Graphics,Indie,Local Co-Op,Co-op,Great Soundtrack,Adventure,Rogue-like,Story Rich,Fantasy,Mythology,Action RPG,Multiplayer,Choices Matter,Replay Value,4 Player Local,Online Co-Op,Singleplayer,Dungeon Crawler,Kickstarter","Adventure,Indie,RPG"
https:,app,392160,X4 Foundations,"Mixed,(93),- 43% of the 93 user reviews in the last 30 days are positive.","Mixed,(4,667),- 65% of the 4,667 user reviews for this game are positive.",30-Nov-18,"Space,Sandbox,Simulation,Sci-fi,Open World,Economy,Space Sim,Action,Exploration,Singleplayer,4X,Flight,Atmospheric,Trading,Survival,Building,Futuristic","Action,Simulation"
https:,app,427290,Vampyr,"Mixed,(71),- 64% of the 71 user reviews in the last 30 days are positive.","Mostly Positive,(4,712),- 70% of the 4,712 user reviews for this game are positive.",4-Jun-18,"Vampire,RPG,Choices Matter,Action,Singleplayer,Story Rich,Open World,Atmospheric,Horror,Third Person,Violent,Dark Fantasy,Gore,Sexual Content,Dark,Adventure,Great Soundtrack,Stealth,Nudity,Psychological Horror","Action,RPG"
https:,app,285330,RollerCoaster Tycoon 2 Triple Thrill Pack,"Mixed,(15),- 66% of the 15 user reviews in the last 30 days are positive.","Very Positive,(2,075),- 85% of the 2,075 user reviews for this game are positive.",15-Oct-02,"Simulation,Management,Classic,Strategy,Sandbox,Singleplayer,Building,Masterpiece,Economy,Isometric,Retro,Multiplayer,Casual,Pixel Graphics,Family Friendly,2D,Great Soundtrack,Addictive","Simulation,Strategy"
https:,app,285310,RollerCoaster Tycoon Deluxe,"Very Positive,(24),- 95% of the 24 user reviews in the last 30 days are positive.","Very Positive,(2,896),- 92% of the 2,896 user reviews for this game are positive.",31-Mar-99,"Simulation,Management,Classic,Strategy,Sandbox,Singleplayer,Building,Masterpiece,Isometric,Funny,Multiplayer,City Builder,Relaxing,Family Friendly,Colorful,Resource Management,Casual,Open World,Real-Time with Pause,Great Soundtrack","Simulation,Strategy"
https:,app,399810,Call of Cthulhu,"Mostly Positive,(31),- 70% of the 31 user reviews in the last 30 days are positive.","Mostly Positive,(1,844),- 72% of the 1,844 user reviews for this game are positive.",29-Oct-18,"Lovecraftian,Horror,Adventure,Psychological Horror,Atmospheric,RPG,Story Rich,Singleplayer,First-Person,Narration,Detective,Mystery,Walking Simulator,Survival Horror,FPS,Dark","Adventure,RPG"
https:,app,1058020,STAR WARS Battlefront Classic 2004,,"Overwhelmingly Positive,(508),- 96% of the 508 user reviews for this game are positive.",21-Sep-04,"Star Wars,Action,Classic,FPS,Sci-fi,Third-Person Shooter,Multiplayer,Singleplayer,Shooter,Space,First-Person,Great Soundtrack",Action
https:,app,362890,Black Mesa,"Very Positive,(142),- 92% of the 142 user reviews in the last 30 days are positive.","Very Positive,(13,777),- 93% of the 13,777 user reviews for this game are positive.",5-May-15,"Early Access,FPS,Remake,Action,Sci-fi,First-Person,Singleplayer,Classic,Shooter,Atmospheric,Early Access,Story Rich,Zombies,Great Soundtrack,Adventure,Aliens,Horror,Multiplayer,Indie,Mod","Action,Adventure,Indie,Early Access"
https:,app,544550,Stationeers,"Mixed,(28),- 42% of the 28 user reviews in the last 30 days are positive.","Very Positive,(1,605),- 81% of the 1,605 user reviews for this game are positive.",12-Dec-17,"Early Access,Space,Simulation,Sandbox,Survival,Base Building,Early Access,Multiplayer,Building,Indie,Crafting,Action,Co-op,Open World","Action,Indie,Simulation,Early Access"
https:,app,647830,LEGO Marvel Super Heroes 2,"Mixed,(32),- 62% of the 32 user reviews in the last 30 days are positive.","Mostly Positive,(924),- 76% of the 924 user reviews for this game are positive.",14-Nov-17,"LEGO,Superhero,Action,Open World,Multiplayer,Adventure,Co-op,Funny,Family Friendly,Singleplayer,Comedy,Local Co-Op,Character Customization,Heist,Sandbox,Controller,Action-Adventure,Story Rich,Comic Book,Online Co-Op",Action
https:,app,427730,Whos Your Daddy,"Mixed,(85),- 67% of the 85 user reviews in the last 30 days are positive.","Mostly Positive,(11,052),- 71% of the 11,052 user reviews for this game are positive.",23-Dec-15,"Funny,Multiplayer,First-Person,Comedy,Simulation,Strategy,Online Co-Op,Dark Humor,Casual,Co-op,Indie,Early Access,Action,Difficult,Survival,Walking Simulator,Adventure,Sandbox,Singleplayer,Atmospheric","Action,Casual,Indie"
https:,app,304930,Unturned,"Very Positive,(2,028),- 84% of the 2,028 user reviews in the last 30 days are positive.","Very Positive,(325,675),- 90% of the 325,675 user reviews for this game are positive.",7-Jul-17,"Free to Play,Survival,Zombies,Multiplayer,Open World,Adventure,Crafting,Action,First-Person,Co-op,Sandbox,Shooter,Post-apocalyptic,FPS,Singleplayer,Massively Multiplayer,Indie,Atmospheric,Casual,Early Access","Action,Adventure,Casual,Free to Play,Indie"
https:,app,55150,Warhammer 40000 Space Marine,"Very Positive,(37),- 86% of the 37 user reviews in the last 30 days are positive.","Very Positive,(5,089),- 91% of the 5,089 user reviews for this game are positive.",5-Sep-11,"Warhammer 40K,Action,Third-Person Shooter,Sci-fi,Third Person,Multiplayer,Gore,Singleplayer,Shooter,Hack and Slash,Games Workshop,Co-op,Dystopian,Adventure,Atmospheric,Story Rich,Futuristic,Online Co-Op,Controller,Masterpiece",Action
https:,app,978680,Substance Painter 2019,,"Mixed,(45),- 68% of the 45 user reviews for this software are positive.",20-Nov-18,"Animation & Modeling,Design & Illustration","Animation & Modeling,Design & Illustration"
https:,app,342940,Project Gorgon,"Very Positive,(14),- 92% of the 14 user reviews in the last 30 days are positive.","Very Positive,(624),- 84% of the 624 user reviews for this game are positive.",12-Mar-18,"Early Access,Massively Multiplayer,RPG,Indie,Sexual Content,Early Access,MMORPG,Fantasy,Sandbox,Open World","Indie,Massively Multiplayer,RPG,Early Access"
https:,app,247000,Talisman Digital Edition,"Mixed,(33),- 48% of the 33 user reviews in the last 30 days are positive.","Mostly Positive,(2,201),- 78% of the 2,201 user reviews for this game are positive.",25-Feb-14,"Board Game,Turn-Based,Multiplayer,Strategy,Fantasy,Card Game,RPG,Games Workshop,Indie,Singleplayer,Local Multiplayer,Adventure,Addictive,Casual,Turn-Based Strategy,Family Friendly,Local Co-Op,Touch-Friendly,Illuminati,Masterpiece","Indie,RPG,Strategy"
https:,app,394510,HELLDIVERS A New Hell Edition,"Very Positive,(43),- 88% of the 43 user reviews in the last 30 days are positive.","Very Positive,(10,911),- 92% of the 10,911 user reviews for this game are positive.",7-Dec-15,"Co-op,Online Co-Op,Local Co-Op,Twin Stick Shooter,Action,Top-Down Shooter,Multiplayer,Sci-fi,Comedy,4 Player Local,Funny,Shooter,Top-Down,Space,Strategy,Difficult,Mechs,Survival,Isometric,Hack and Slash",Action
https:,app,566860,VR Dungeon Knight,"Very Positive,(25),- 92% of the 25 user reviews in the last 30 days are positive.","Very Positive,(571),- 86% of the 571 user reviews for this game are positive.",24-Apr-17,"Early Access,RPG,Adventure,VR,Action,Early Access,Dungeon Crawler","Action,Adventure,RPG,Early Access"
https:,app,853770,MAXIMUM Action,"Very Positive,(111),- 88% of the 111 user reviews in the last 30 days are positive.","Very Positive,(449),- 88% of the 449 user reviews for this game are positive.",19-Sep-18,"Early Access,Gore,Violent,Indie,Action,FPS,Early Access,Retro,Bullet Time,Shooter,First-Person,Old School,Fast-Paced,Singleplayer,Level Editor,Blood,Stylized,Classic,Physics,Great Soundtrack","Action,Indie,Early Access"
https:,app,24980,Mass Effect 2,"Very Positive,(44),- 90% of the 44 user reviews in the last 30 days are positive.","Very Positive,(9,709),- 94% of the 9,709 user reviews for this game are positive.",26-Jan-10,"RPG,Sci-fi,Story Rich,Third-Person Shooter,Action,Space,Singleplayer,Great Soundtrack,Adventure,Cinematic,Choices Matter,Masterpiece,Third Person,Shooter,Romance,Character Customization,Atmospheric,Female Protagonist,Action RPG,Real-Time with Pause",RPG
https:,app,469610,Rick and Morty Virtual Rickality,"Mostly Positive,(12),- 75% of the 12 user reviews in the last 30 days are positive.","Mostly Positive,(928),- 74% of the 928 user reviews for this game are positive.",20-Apr-17,"VR,Adventure,Funny,Simulation,Comedy,Violent,Indie,Sci-fi,Memes,Sexual Content,First-Person,Psychological Horror","Adventure,Indie,Simulation"
https:,app,349040,NARUTO SHIPPUDEN Ultimate Ninja STORM 4,"Very Positive,(109),- 84% of the 109 user reviews in the last 30 days are positive.","Very Positive,(16,656),- 82% of the 16,656 user reviews for this game are positive.",4-Feb-16,"Anime,Fighting,Ninja,Action,Multiplayer,Adventure,Story Rich,Singleplayer,Local Multiplayer,Great Soundtrack,Third Person,Atmospheric,Fantasy,Open World,Online Co-Op,Co-op,Beat 'em up,Local Co-Op,Memes,Heist","Action,Adventure"
https:,app,307780,Mortal Kombat X,"Very Positive,(125),- 93% of the 125 user reviews in the last 30 days are positive.","Mostly Positive,(15,835),- 77% of the 15,835 user reviews for this game are positive.",13-Apr-15,"Fighting,Gore,Action,Violent,Multiplayer,Blood,Mature,Competitive,Local Multiplayer,2D Fighter,Atmospheric,Singleplayer,Arcade,Great Soundtrack,2.5D,Online Co-Op,Fantasy,Third Person,Masterpiece,Horror",Action
https:,app,521890,Hello Neighbor,"Mixed,(32),- 68% of the 32 user reviews in the last 30 days are positive.","Mostly Positive,(1,666),- 72% of the 1,666 user reviews for this game are positive.",8-Dec-17,"Horror,First-Person,Singleplayer,Stealth,Strategy,Puzzle,Adventure,Difficult,Survival Horror,Action,Funny,Indie,Psychological Horror,Atmospheric,Multiplayer,Comedy,FPS,1980s,Survival,Co-op","Adventure,Indie,Strategy"
https:,app,418650,Space Pirate Trainer,"Very Positive,(10),- 90% of the 10 user reviews in the last 30 days are positive.","Overwhelmingly Positive,(1,914),- 95% of the 1,914 user reviews for this game are positive.",12-Oct-17,"VR,Action,Space,Great Soundtrack,Shooter,First-Person,Pirates,FPS,Early Access",Action
